Country,Subnational region,Module,Indicator,Configuration,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Male+Female,0.00107,0.00105,0.00103,0.00101,0.00098,0.00096,0.00094,0.00092,0.0009,0.00088,0.00087,0.00085,0.00083
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Male+Female,0.00116,0.00113,0.00111,0.00109,0.00106,0.00104,0.00102,0.001,0.00098,0.00096,0.00094,0.00092,0.0009
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Male+Female,0.00124,0.00121,0.00119,0.00117,0.00114,0.00112,0.0011,0.00108,0.00105,0.00103,0.00101,0.00099,0.00097
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Male+Female,0.00132,0.00129,0.00126,0.00124,0.00121,0.00119,0.00117,0.00114,0.00112,0.0011,0.00108,0.00105,0.00103
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Male+Female,0.00138,0.00135,0.00133,0.0013,0.00128,0.00125,0.00123,0.0012,0.00118,0.00116,0.00113,0.00111,0.00109
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Male+Female,0.00144,0.00141,0.00138,0.00136,0.00133,0.00131,0.00128,0.00125,0.00123,0.00121,0.00118,0.00116,0.00113
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Male+Female,0.00149,0.00146,0.00143,0.00141,0.00138,0.00135,0.00133,0.0013,0.00128,0.00125,0.00123,0.0012,0.00118
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 26; Total Region; Male+Female,0.00154,0.00151,0.00148,0.00145,0.00143,0.0014,0.00137,0.00135,0.00132,0.0013,0.00127,0.00125,0.00122
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Male+Female,0.00159,0.00156,0.00153,0.0015,0.00148,0.00145,0.00142,0.00139,0.00137,0.00134,0.00132,0.00129,0.00126
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Male+Female,0.00165,0.00162,0.00159,0.00156,0.00153,0.0015,0.00147,0.00144,0.00142,0.00139,0.00136,0.00134,0.00131
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Male+Female,0.0017,0.00167,0.00164,0.00161,0.00158,0.00155,0.00152,0.0015,0.00147,0.00144,0.00141,0.00139,0.00136
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Male+Female,0.00176,0.00173,0.0017,0.00167,0.00164,0.00161,0.00158,0.00155,0.00152,0.00149,0.00147,0.00144,0.00141
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Male+Female,0.00182,0.00179,0.00176,0.00173,0.0017,0.00167,0.00164,0.00161,0.00158,0.00155,0.00152,0.00149,0.00146
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Male+Female,0.00189,0.00186,0.00183,0.0018,0.00177,0.00174,0.00171,0.00167,0.00164,0.00161,0.00158,0.00155,0.00153
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Male+Female,0.00198,0.00194,0.00191,0.00187,0.00184,0.00181,0.00178,0.00175,0.00172,0.00168,0.00165,0.00162,0.00159
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Male+Female,0.00207,0.00203,0.00199,0.00196,0.00193,0.00189,0.00186,0.00183,0.00179,0.00176,0.00173,0.0017,0.00167
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Male+Female,0.00217,0.00213,0.00209,0.00205,0.00202,0.00198,0.00195,0.00192,0.00188,0.00185,0.00182,0.00178,0.00175
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Male+Female,0.00228,0.00224,0.0022,0.00216,0.00212,0.00209,0.00205,0.00201,0.00198,0.00195,0.00191,0.00188,0.00185
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Male+Female,0.00241,0.00236,0.00232,0.00228,0.00224,0.0022,0.00216,0.00212,0.00209,0.00205,0.00202,0.00198,0.00195
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Male+Female,0.00255,0.0025,0.00245,0.00241,0.00237,0.00232,0.00228,0.00225,0.00221,0.00217,0.00214,0.0021,0.00207
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Male+Female,0.0027,0.00265,0.0026,0.00256,0.00251,0.00247,0.00242,0.00238,0.00234,0.00231,0.00227,0.00223,0.0022
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Male+Female,0.00287,0.00282,0.00277,0.00272,0.00268,0.00263,0.00258,0.00254,0.0025,0.00246,0.00242,0.00238,0.00234
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Male+Female,0.00307,0.00301,0.00296,0.00291,0.00286,0.00281,0.00276,0.00271,0.00267,0.00262,0.00258,0.00254,0.0025
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Male+Female,0.00328,0.00322,0.00316,0.00311,0.00306,0.003,0.00295,0.0029,0.00285,0.00281,0.00277,0.00272,0.00268
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Male+Female,0.00351,0.00345,0.0034,0.00334,0.00328,0.00323,0.00317,0.00312,0.00307,0.00302,0.00297,0.00293,0.00288
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Male+Female,0.00378,0.00371,0.00365,0.00359,0.00353,0.00347,0.00342,0.00336,0.00331,0.00325,0.0032,0.00316,0.00311
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Male+Female,0.00407,0.004,0.00394,0.00388,0.00382,0.00375,0.00369,0.00364,0.00358,0.00352,0.00347,0.00341,0.00336
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Male+Female,0.00439,0.00432,0.00426,0.00419,0.00413,0.00406,0.004,0.00394,0.00388,0.00382,0.00376,0.0037,0.00365
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Male+Female,0.00475,0.00467,0.0046,0.00454,0.00447,0.0044,0.00434,0.00427,0.00421,0.00414,0.00408,0.00402,0.00396
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Male+Female,0.00514,0.00505,0.00498,0.00491,0.00484,0.00477,0.0047,0.00464,0.00456,0.0045,0.00443,0.00437,0.0043
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Male+Female,0.00557,0.00547,0.0054,0.00532,0.00525,0.00518,0.00511,0.00504,0.00496,0.00489,0.00482,0.00475,0.00468
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Male+Female,0.00604,0.00594,0.00586,0.00578,0.0057,0.00563,0.00555,0.00548,0.0054,0.00533,0.00524,0.00518,0.0051
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Male+Female,0.00656,0.00645,0.00636,0.00627,0.00619,0.00611,0.00604,0.00596,0.00588,0.0058,0.00572,0.00563,0.00557
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Male+Female,0.00713,0.007,0.0069,0.00681,0.00672,0.00664,0.00656,0.00648,0.00639,0.00631,0.00623,0.00614,0.00606
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Male+Female,0.00774,0.00759,0.00749,0.00739,0.0073,0.00721,0.00712,0.00703,0.00694,0.00686,0.00677,0.00668,0.0066
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Male+Female,0.0084,0.00824,0.00812,0.00802,0.00792,0.00782,0.00772,0.00763,0.00753,0.00744,0.00735,0.00726,0.00717
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Male+Female,0.00911,0.00894,0.00881,0.0087,0.00859,0.00848,0.00837,0.00827,0.00817,0.00807,0.00798,0.00788,0.00779
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Male+Female,0.0099,0.0097,0.00957,0.00944,0.00932,0.00919,0.00908,0.00897,0.00886,0.00876,0.00866,0.00856,0.00846
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Male+Female,0.01075,0.01054,0.01039,0.01025,0.01012,0.00998,0.00985,0.00973,0.00962,0.00951,0.0094,0.00929,0.00919
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Male+Female,0.01168,0.01145,0.01129,0.01114,0.01099,0.01085,0.01071,0.01057,0.01045,0.01033,0.01021,0.0101,0.00999
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Male+Female,0.01269,0.01243,0.01227,0.01211,0.01195,0.01179,0.01164,0.01149,0.01136,0.01123,0.0111,0.01097,0.01085
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Male+Female,0.0138,0.01351,0.01333,0.01316,0.013,0.01283,0.01267,0.01251,0.01236,0.01221,0.01207,0.01193,0.0118
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Male+Female,0.01501,0.01468,0.0145,0.01432,0.01415,0.01397,0.0138,0.01363,0.01346,0.01329,0.01313,0.01298,0.01284
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Male+Female,0.01635,0.01598,0.01579,0.0156,0.01542,0.01524,0.01506,0.01488,0.01469,0.01451,0.01433,0.01416,0.014
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Male+Female,0.01786,0.01745,0.01724,0.01704,0.01685,0.01666,0.01647,0.01628,0.01608,0.01588,0.01568,0.01549,0.01532
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Male+Female,0.01958,0.0191,0.01888,0.01867,0.01847,0.01826,0.01806,0.01786,0.01764,0.01743,0.01722,0.01701,0.01682
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Male+Female,0.0215,0.02097,0.02072,0.02049,0.02028,0.02006,0.01985,0.01963,0.01941,0.01918,0.01895,0.01873,0.01852
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Male+Female,0.02364,0.02304,0.02278,0.02253,0.02229,0.02205,0.02182,0.02159,0.02136,0.02112,0.02089,0.02065,0.02042
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Male+Female,0.02598,0.02531,0.02503,0.02476,0.02449,0.02424,0.02399,0.02374,0.0235,0.02326,0.02301,0.02276,0.02251
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Male+Female,0.02853,0.02778,0.02748,0.02719,0.0269,0.02662,0.02634,0.02608,0.02583,0.02558,0.02532,0.02506,0.02479
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Male+Female,0.03131,0.03046,0.03015,0.02984,0.02953,0.02923,0.02894,0.02865,0.02839,0.02812,0.02786,0.02758,0.0273
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Male+Female,0.03437,0.03341,0.03307,0.03275,0.03242,0.0321,0.03179,0.03149,0.0312,0.03092,0.03064,0.03036,0.03006
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Male+Female,0.0377,0.03661,0.03626,0.03592,0.03558,0.03524,0.03491,0.03459,0.03428,0.03397,0.03368,0.03338,0.03306
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Male+Female,0.04132,0.04008,0.03971,0.03935,0.039,0.03865,0.0383,0.03796,0.03762,0.03729,0.03697,0.03665,0.03632
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Male+Female,0.04526,0.04383,0.04345,0.04307,0.0427,0.04233,0.04197,0.0416,0.04123,0.04088,0.04052,0.04017,0.03982
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Male+Female,0.04958,0.04792,0.04751,0.04711,0.04672,0.04632,0.04593,0.04553,0.04513,0.04475,0.04437,0.04398,0.0436
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Male+Female,0.05427,0.05234,0.0519,0.05148,0.05105,0.05063,0.0502,0.04978,0.04935,0.04894,0.04852,0.04812,0.0477
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Male+Female,0.05938,0.05713,0.05665,0.05619,0.05574,0.05528,0.05483,0.05437,0.05392,0.05347,0.05302,0.05258,0.05213
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Male+Female,0.06496,0.06232,0.0618,0.0613,0.06081,0.06032,0.05984,0.05935,0.05887,0.05838,0.0579,0.05742,0.05694
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 78; Total Region; Male+Female,0.07108,0.06796,0.06739,0.06684,0.06631,0.06579,0.06527,0.06476,0.06424,0.06373,0.06322,0.06271,0.0622
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 79; Total Region; Male+Female,0.07777,0.07409,0.07347,0.07286,0.07228,0.07171,0.07116,0.07062,0.07008,0.06954,0.069,0.06846,0.06793
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 80; Total Region; Male+Female,0.13966,0.23676,0.23546,0.23426,0.23327,0.23237,0.23144,0.23048,0.22972,0.22917,0.22869,0.22807,0.22737
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 0; Total Region; Male,0.02446,0.02395,0.02346,0.02299,0.02254,0.0221,0.02167,0.02125,0.02084,0.02044,0.02006,0.01968,0.01931
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 1; Total Region; Male,0.00603,0.00584,0.00565,0.00547,0.0053,0.00513,0.00497,0.00482,0.00467,0.00453,0.00439,0.00426,0.00414
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 2; Total Region; Male,0.00332,0.00323,0.00314,0.00306,0.00297,0.00289,0.00281,0.00273,0.00266,0.00258,0.00251,0.00244,0.00238
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 3; Total Region; Male,0.00123,0.00119,0.00116,0.00113,0.00109,0.00106,0.00103,0.001,0.00097,0.00094,0.00091,0.00089,0.00086
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 4; Total Region; Male,0.00087,0.00085,0.00083,0.0008,0.00078,0.00076,0.00074,0.00072,0.0007,0.00068,0.00066,0.00064,0.00062
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 5; Total Region; Male,0.00077,0.00075,0.00073,0.00071,0.00069,0.00067,0.00066,0.00064,0.00062,0.00061,0.00059,0.00058,0.00056
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 6; Total Region; Male,0.00075,0.00073,0.00071,0.0007,0.00068,0.00066,0.00065,0.00063,0.00062,0.0006,0.00059,0.00057,0.00056
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 7; Total Region; Male,0.00076,0.00074,0.00072,0.00071,0.00069,0.00068,0.00066,0.00065,0.00063,0.00062,0.0006,0.00059,0.00058
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 8; Total Region; Male,0.00075,0.00074,0.00072,0.0007,0.00069,0.00067,0.00066,0.00065,0.00063,0.00062,0.0006,0.00059,0.00058
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 9; Total Region; Male,0.00074,0.00072,0.00071,0.00069,0.00068,0.00066,0.00065,0.00063,0.00062,0.00061,0.00059,0.00058,0.00057
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 10; Total Region; Male,0.00073,0.00071,0.0007,0.00068,0.00067,0.00065,0.00064,0.00062,0.00061,0.0006,0.00058,0.00057,0.00056
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 11; Total Region; Male,0.00072,0.00071,0.00069,0.00067,0.00066,0.00064,0.00063,0.00062,0.0006,0.00059,0.00058,0.00057,0.00055
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 12; Total Region; Male,0.00072,0.0007,0.00069,0.00067,0.00066,0.00064,0.00063,0.00061,0.0006,0.00059,0.00058,0.00056,0.00055
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 13; Total Region; Male,0.00073,0.00072,0.0007,0.00068,0.00067,0.00065,0.00064,0.00063,0.00061,0.0006,0.00059,0.00058,0.00056
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 14; Total Region; Male,0.00079,0.00078,0.00076,0.00074,0.00072,0.00071,0.00069,0.00068,0.00066,0.00065,0.00064,0.00062,0.00061
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 15; Total Region; Male,0.0009,0.00088,0.00086,0.00084,0.00082,0.00081,0.00079,0.00077,0.00076,0.00074,0.00073,0.00071,0.0007
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 16; Total Region; Male,0.00104,0.00102,0.00099,0.00097,0.00095,0.00093,0.00091,0.0009,0.00088,0.00086,0.00084,0.00083,0.00081
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 17; Total Region; Male,0.00117,0.00115,0.00113,0.0011,0.00108,0.00106,0.00104,0.00102,0.001,0.00098,0.00096,0.00094,0.00092
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 18; Total Region; Male,0.00129,0.00127,0.00124,0.00122,0.00119,0.00117,0.00115,0.00112,0.0011,0.00108,0.00106,0.00104,0.00102
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Male,0.00141,0.00138,0.00136,0.00133,0.0013,0.00128,0.00125,0.00123,0.0012,0.00118,0.00116,0.00114,0.00111
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Male,0.00153,0.0015,0.00147,0.00145,0.00142,0.00139,0.00136,0.00134,0.00131,0.00129,0.00126,0.00124,0.00121
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Male,0.00165,0.00162,0.00159,0.00156,0.00153,0.0015,0.00147,0.00144,0.00142,0.00139,0.00136,0.00134,0.00131
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Male,0.00176,0.00172,0.00169,0.00166,0.00163,0.0016,0.00157,0.00154,0.00151,0.00148,0.00145,0.00143,0.0014
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Male,0.00184,0.00181,0.00178,0.00174,0.00171,0.00168,0.00165,0.00162,0.00159,0.00156,0.00153,0.0015,0.00147
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Male,0.00191,0.00188,0.00185,0.00181,0.00178,0.00175,0.00172,0.00169,0.00166,0.00163,0.00159,0.00156,0.00153
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Male,0.00197,0.00194,0.00191,0.00188,0.00184,0.00181,0.00178,0.00175,0.00172,0.00168,0.00165,0.00162,0.00159
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 26; Total Region; Male,0.00203,0.002,0.00197,0.00193,0.0019,0.00187,0.00184,0.0018,0.00177,0.00174,0.00171,0.00167,0.00164
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Male,0.00209,0.00206,0.00203,0.00199,0.00196,0.00193,0.00189,0.00186,0.00183,0.00179,0.00176,0.00173,0.00169
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Male,0.00215,0.00212,0.00209,0.00205,0.00202,0.00199,0.00195,0.00192,0.00189,0.00185,0.00182,0.00179,0.00175
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Male,0.00221,0.00218,0.00215,0.00212,0.00208,0.00205,0.00202,0.00198,0.00195,0.00192,0.00188,0.00185,0.00181
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Male,0.00228,0.00224,0.00221,0.00218,0.00215,0.00211,0.00208,0.00205,0.00201,0.00198,0.00194,0.00191,0.00187
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Male,0.00235,0.00231,0.00228,0.00225,0.00221,0.00218,0.00215,0.00212,0.00208,0.00205,0.00201,0.00198,0.00194
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Male,0.00242,0.00239,0.00236,0.00232,0.00229,0.00226,0.00222,0.00219,0.00216,0.00212,0.00209,0.00205,0.00202
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Male,0.00252,0.00248,0.00245,0.00241,0.00238,0.00234,0.00231,0.00227,0.00224,0.00221,0.00217,0.00214,0.0021
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Male,0.00263,0.00259,0.00255,0.00251,0.00248,0.00244,0.00241,0.00237,0.00234,0.0023,0.00226,0.00223,0.00219
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Male,0.00275,0.00271,0.00267,0.00263,0.00259,0.00255,0.00252,0.00248,0.00244,0.00241,0.00237,0.00233,0.0023
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Male,0.00289,0.00285,0.0028,0.00276,0.00272,0.00268,0.00264,0.0026,0.00256,0.00252,0.00249,0.00245,0.00241
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Male,0.00304,0.003,0.00295,0.00291,0.00286,0.00282,0.00277,0.00273,0.00269,0.00265,0.00262,0.00258,0.00254
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Male,0.00322,0.00317,0.00312,0.00307,0.00302,0.00297,0.00293,0.00288,0.00284,0.0028,0.00276,0.00272,0.00268
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Male,0.00341,0.00335,0.0033,0.00325,0.0032,0.00315,0.0031,0.00305,0.00301,0.00297,0.00293,0.00288,0.00284
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Male,0.00362,0.00357,0.00351,0.00346,0.0034,0.00335,0.0033,0.00325,0.0032,0.00315,0.00311,0.00307,0.00302
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Male,0.00386,0.00381,0.00375,0.00369,0.00363,0.00358,0.00352,0.00347,0.00342,0.00337,0.00332,0.00327,0.00323
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Male,0.00413,0.00407,0.00401,0.00395,0.00389,0.00383,0.00377,0.00371,0.00366,0.0036,0.00355,0.0035,0.00345
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Male,0.00442,0.00436,0.0043,0.00423,0.00417,0.0041,0.00404,0.00398,0.00392,0.00387,0.00381,0.00376,0.00371
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Male,0.00476,0.00469,0.00462,0.00456,0.00449,0.00442,0.00435,0.00429,0.00423,0.00417,0.00411,0.00405,0.004
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Male,0.00513,0.00506,0.00499,0.00492,0.00485,0.00477,0.00471,0.00464,0.00457,0.00451,0.00444,0.00438,0.00432
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Male,0.00555,0.00547,0.0054,0.00532,0.00524,0.00517,0.0051,0.00502,0.00496,0.00489,0.00482,0.00475,0.00469
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Male,0.006,0.00592,0.00584,0.00576,0.00568,0.0056,0.00553,0.00545,0.00538,0.0053,0.00523,0.00516,0.00509
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Male,0.0065,0.00642,0.00633,0.00624,0.00616,0.00608,0.006,0.00592,0.00584,0.00576,0.00568,0.0056,0.00553
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Male,0.00706,0.00696,0.00687,0.00678,0.00669,0.0066,0.00652,0.00643,0.00635,0.00626,0.00618,0.0061,0.00602
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Male,0.00767,0.00756,0.00746,0.00737,0.00727,0.00718,0.00709,0.007,0.00691,0.00682,0.00673,0.00665,0.00656
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Male,0.00834,0.00823,0.00812,0.00801,0.00791,0.00782,0.00772,0.00762,0.00753,0.00744,0.00734,0.00725,0.00716
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Male,0.00907,0.00894,0.00882,0.00871,0.00861,0.0085,0.0084,0.0083,0.0082,0.0081,0.008,0.0079,0.0078
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Male,0.00985,0.00971,0.00958,0.00947,0.00935,0.00924,0.00913,0.00902,0.00891,0.00881,0.0087,0.00859,0.00849
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Male,0.01069,0.01054,0.01041,0.01028,0.01015,0.01003,0.00991,0.0098,0.00968,0.00957,0.00945,0.00934,0.00923
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Male,0.01159,0.01144,0.0113,0.01116,0.01102,0.01089,0.01076,0.01063,0.01051,0.01039,0.01027,0.01015,0.01003
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Male,0.01257,0.01242,0.01226,0.01211,0.01197,0.01182,0.01168,0.01154,0.01141,0.01128,0.01115,0.01103,0.0109
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Male,0.01364,0.01347,0.01331,0.01315,0.01299,0.01284,0.01268,0.01253,0.01239,0.01225,0.01211,0.01198,0.01185
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Male,0.0148,0.01462,0.01445,0.01428,0.01411,0.01394,0.01377,0.01361,0.01346,0.01331,0.01316,0.01302,0.01287
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Male,0.01605,0.01586,0.01567,0.01549,0.01531,0.01513,0.01496,0.01479,0.01462,0.01446,0.0143,0.01414,0.01399
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Male,0.01741,0.01719,0.01699,0.0168,0.01661,0.01643,0.01625,0.01607,0.01589,0.01571,0.01553,0.01536,0.01519
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Male,0.01888,0.01865,0.01844,0.01823,0.01804,0.01785,0.01766,0.01747,0.01727,0.01708,0.01689,0.0167,0.01651
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Male,0.02051,0.02026,0.02003,0.01981,0.01961,0.01941,0.01921,0.01901,0.0188,0.01859,0.01838,0.01817,0.01797
